x_pos	y_pos	psi	fspeed	blank	ws	ori
0	0	3.1415927	60	0	0	0
-60	0	3.1415927	60	0	0	0
-120	0	3.1415927	60	0	0	0
-180	0	3.1415927	60	0	0	0
-240	0	3.1415927	60	0	0	0
-300	0	3.1415927	60	0	0	0
-360	0	3.1415927	60	0	0	0
-420	0	3.1415927	60	0	0	0
-480	0	3.1415927	60	0	0	0
-540	0	3.1415927	60	0	0	0
-600	0	3.1415927	60	0	0	0
-660	0	3.1415927	60	0	0	0
-720	0	3.1415927	60	0	0	0
-780	0	3.1415927	60	0	0	0
-840	0	3.1415927	60	0	0	0
-900	0	3.1415927	60	0	0	0
-960	0	3.1415927	60	0	0	0
-1020	0	3.1415927	60	0	0	2
-1080	0	3.1415927	60	0	0	4.5
-1140	0	3.1415927	60	0	0	7
-1200	0	3.1415927	60	0	0	9.5
-1260	0	3.1415927	60	0	0	12
-1320	0	3.1415927	60	0	0	14.5
-1380	0	3.1415927	60	0	0	17
-1440	0	3.1415927	60	0	0	19.5
-1500	0	3.1415927	60	0	0	22
-1560	0	3.1415927	60	0	0	24.5
-1620	0	3.1415927	60	0	0	27
-1680	0	3.1415927	60	0	0	29.5
-1740	0	3.1415927	60	0	0	32
-1800	0	3.1415927	60	0	0	34.5
-1860	0	3.1415927	60	0	0	37
-1920	0	3.1415927	60	0	0	39.5
-1980	0	3.1415927	60	0	0	42
-2040	0	3.1415927	60	0	0	44.5
-2100	0	3.1415927	60	0	0	45
-2160	0	3.1415927	60	0	0	45
-2220	0	3.1415927	60	0	0	45
-2280	0	3.1415927	60	0	0	45
-2340	0	3.1415927	60	0	0	45
-2400	0	3.1415927	60	0	0	45
-2460	0	3.1415927	60	0	0	45
-2520	0	3.1415927	60	0	0	45
-2580	0	3.1415927	60	0	0	45
-2640	0	3.1415927	60	0	0	45
-2700	0	3.1415927	60	0	0	45
-2760	0	3.1415927	60	0	0	45
-2820	0	3.1415927	60	0	0	45
-2880	0	3.1415927	60	0	0	45
-2940	0	3.1415927	60	0	0	45
-3000	0	3.1415927	60	0	-0.12	45
-3059.8561	3.5956821	3.0215927	60	0	-0.12	48.5
-3118.8513	14.331013	2.9015927	60	0	-0.12	52
-3176.1371	32.051588	2.7815927	60	0	-0.12	55.5
-3230.8896	56.502539	2.6615927	60	0	-0.12	59
-3282.3212	87.332193	2.5415927	60	0	-0.12	62.5
-3329.6923	124.09714	2.4215927	60	0	-0.12	66
-3372.3216	166.26859	2.3015927	60	0	-0.12	69.5
-3409.5958	213.24001	2.1815927	60	0	-0.12	73
-3440.9789	264.33582	2.0615927	60	0	-0.12	76.5
-3466.0195	318.82112	1.9415927	60	0	-0.12	80
-3484.3576	375.91227	1.8215927	60	0	-0.12	83.5
-3495.7292	434.78815	1.7015927	60	0	-0.12	87
-3499.9709	494.60194	1.5815927	60	0	-0.12	90
-3500	500	1.5707963	60	0	0	90
-3500	560	1.5707963	60	0	0	90
-3500	620	1.5707963	60	0	0	90
-3500	680	1.5707963	60	0	0	90
-3500	740	1.5707963	60	0	0	90
-3500	800	1.5707963	60	0	0	90
-3500	860	1.5707963	60	0	0	90
-3500	920	1.5707963	60	0	0	90
-3500	980	1.5707963	60	0	0	90
-3500	1040	1.5707963	60	0	0	90
-3500	1100	1.5707963	60	0	0	90
-3500	1160	1.5707963	60	0	0	90
-3500	1220	1.5707963	60	0	0	90
-3500	1280	1.5707963	60	0	0	90
-3500	1340	1.5707963	60	0	0	90
-3500	1400	1.5707963	60	0	0	90
-3500	1460	1.5707963	60	0	0	90
-3500	1500	1.5707963	60	0	0	90
-3500	1560	1.5707963	60	0	0	90
-3500	1620	1.5707963	60	0	0	90
-3500	1680	1.5707963	60	0	0	90
-3500	1740	1.5707963	60	0	0	90
-3500	1800	1.5707963	60	0	0	90
-3500	1860	1.5707963	60	0	0	90
-3500	1920	1.5707963	60	0	0	90
-3500	1980	1.5707963	60	0	0	90
-3500	2040	1.5707963	60	0	0	90
-3500	2100	1.5707963	60	0	0	90
-3500	2160	1.5707963	60	0	0	90
-3500	2220	1.5707963	60	0	0	90
-3500	2280	1.5707963	60	0	0	90
-3500	2340	1.5707963	60	0	0	90
-3500	2400	1.5707963	60	0	0	90
-3500	2460	1.5707963	60	0	0	90
-3500	2520	1.5707963	60	0	0	90
-3500	2580	1.5707963	60	0	0	90
-3500	2640	1.5707963	60	0	0	90
-3500	2700	1.5707963	60	0	0	90
-3500	2760	1.5707963	60	0	0	90
-3500	2820	1.5707963	60	0	0	90
-3500	2880	1.5707963	60	0	0	90
-3500	2940	1.5707963	60	0	0	90
-3500	3000	1.5707963	60	0	0	90
-3500	3060	1.5707963	60	0	0	90
-3500	3120	1.5707963	60	0	0	90
-3500	3180	1.5707963	60	0	0	90
-3500	3240	1.5707963	60	0	0	90
-3500	3300	1.5707963	60	0	0	90
-3500	3360	1.5707963	60	0	0	90
-3500	3420	1.5707963	60	0	0	90
-3500	3480	1.5707963	60	0	0	90
-3500	3540	1.5707963	60	0	0	90
-3500	3600	1.5707963	60	0	0	90
-3500	3660	1.5707963	60	0	0	90
-3500	3720	1.5707963	60	0	0	90
-3500	3780	1.5707963	60	0	0	90
-3500	3840	1.5707963	60	0	0	90
-3500	3900	1.5707963	60	0	0	90
-3500	3960	1.5707963	60	0	0	90
-3500	4020	1.5707963	60	0	0	90
-3500	4080	1.5707963	60	0	0	90
-3500	4140	1.5707963	60	0	0	90
-3500	4200	1.5707963	60	0	0	90
-3500	4260	1.5707963	60	0	0	90
-3500	4320	1.5707963	60	0	0	90
-3500	4380	1.5707963	60	0	0	90
-3500	4440	1.5707963	60	0	0	90
-3500	4500	1.5707963	60	0	0	90
-3500	4560	1.5707963	60	0	0	90
-3500	4620	1.5707963	60	0	0	90
-3500	4680	1.5707963	60	0	0	90
-3500	4740	1.5707963	60	0	0	90
-3500	4800	1.5707963	60	0	0	90
