t	POSX	POSY	PHIS	SDOT	blank	w	ori
567	-310	1000	0	30	0	0	0
568	-280	1000	0	30	0	0	0
569	-250	1000	0	30	0	0	0
570	-220	1000	0	30	0	0	0
571	-190	1000	0	30	0	0	0
572	-160	1000	0	30	0	0	0
573	-130	1000	0	30	0	0	0
574	-100	1000	0	30	0	0	0
575	-70	1000	0	30	0	0	0
576	-40	1000	0	30	0	0	0
577	-10	1000	0	30	0	0	0
578	0	1000	-1.570796327	30	0	0	0
579	0	970	-1.570796327	30	0	0	0
580	0	940	-1.570796327	30	0	0	0
581	0	910	-1.570796327	30	0	0	0
582	0	880	-1.570796327	30	0	0	0
583	0	850	-1.570796327	30	0	0	0
584	0	820	-1.570796327	30	0	0	0
585	0	790	-1.570796327	30	0	0	0
586	0	760	-1.570796327	30	0	0	0
587	0	730	-1.570796327	30	0	0	0
588	0	700	-1.570796327	30	0	0	0
589	0	670	-1.570796327	30	0	0	0
590	0	640	-1.570796327	30	0	0	0
591	0	610	-1.570796327	30	0	0	0
592	0	580	-1.570796327	30	0	0	0
593	0	550	-1.570796327	30	0	0	0
594	0	520	-1.570796327	30	0	0	0
595	0	490	-1.570796327	30	0	0	0
596	0	460	-1.570796327	30	0	0	0
597	0	430	-1.570796327	30	0	0	0
598	0	400	-1.570796327	30	0	0	0
599	0	370	-1.570796327	30	0	0	0
600	0	340	-1.570796327	30	0	0	0
601	0	310	-1.570796327	30	0	0	0
602	0	280	-1.570796327	30	0	0	0
603	0	250	-1.570796327	30	0	0	0
604	0	220	-1.570796327	30	0	0	0
605	0	190	-1.570796327	30	0	0	0
606	0	160	-1.570796327	30	0	0	0
607	0	130	-1.570796327	30	0	0	0
608	0	100	-1.570796327	30	0	0	0
609	0	70	-1.570796327	30	0	0	0
610	0	40	-1.570796327	30	0	0	0
611	0	10	-1.570796327	30	0	0	0
